"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Qrich1",1895.56945671535,0.164068068822227,0.0611258320715103,2.68410364754277,0.00727245565389403,0.056645147712432
"Vip",19.4981582517046,-1.99372682284249,0.743133031660696,-2.68286664419568,0.00729940906488882,0.0567436067659919
"Rnd2",60.9014858615264,-0.393868128000421,0.146781353908192,-2.68336622815712,0.00728851271912807,0.0567436067659919
"Zfp131",615.63425751531,0.22185760743722,0.0826941594850842,2.68286912665503,0.00729935488425008,0.0567436067659919
"Kifc1",78.3606625586449,0.833740150238334,0.310746789505437,2.68302096238953,0.0072960416963433,0.0567436067659919
"Fabp5",1039.25248352731,-1.01668794319877,0.378964502032142,-2.68280521723521,0.00730074984707824,0.0567436067659919
"Gm14634",14.2002103076627,-0.701392068432032,0.261544933641467,-2.68172684007529,0.00732432388417893,0.056902430518964
"Snrpd1",455.282155525401,0.408845308556075,0.152466311688535,2.68154521499335,0.00732830104155438,0.0569089358946757
"Havcr1",29.6148433833285,2.96521943853285,1.10593876514217,2.68117868004352,0.00733633318653392,0.0569469117798404
"Tmed8",528.548912065468,0.420620289933679,0.156906985144028,2.68069831019685,0.00734687183620957,0.0569555397909745
"Nlrp4f",2.10768405668855,-2.45513774444161,0.915854926844325,-2.68070594204374,0.00734670429793115,0.0569555397909745
"C1qb",1602.26857250132,-0.613020017760016,0.228663814025073,-2.68087900297507,0.00734290609420441,0.0569555397909745
"Ppm1g",2192.62475345108,0.227247132356617,0.0847964196224491,2.67991423893156,0.00736410245319792,0.0570647101172349
"Fsd2",31.7989594764302,-1.7536683095522,0.654536626413829,-2.6792516091276,0.00737869254867066,0.057153334378058
"Zfp410",680.036104293855,0.162285807071639,0.0605762504203003,2.67903354772936,0.0073834995951034,0.0571661384712726
"Ccdc79",15.8888471443618,-0.798820679955049,0.298220520406833,-2.67862412306604,0.00739253273151771,0.0572116378133042
"Itgad",9.2367211166603,1.25459546821242,0.468402329397916,2.67845693642275,0.0073962242200856,0.0572157763504274
"Lipt1",144.861152126716,-0.341978940241596,0.127697970449538,-2.67802956490004,0.0074056681193354,0.0572399721377203
"Vps39",1333.93185831017,-0.160157480537368,0.0598013752350782,-2.67815714785474,0.00740284770608498,0.0572399721377203
"Il9r",26.5579719158692,1.65037504297317,0.616376838697682,2.67754227504748,0.00741644926802875,0.057258361271532
"Cdc7",92.4991033151894,0.847247619043068,0.316433094146519,2.67749370946252,0.00741752453878935,0.057258361271532
"Ercc6l",33.2355202559644,1.09396492650951,0.408550092398013,2.67767636543272,0.00741348115352101,0.057258361271532
"Gm7102",0.991114128190867,2.31278546181492,0.863863723440528,2.67725730234826,0.00742276072934706,0.0572743883437273
"Esco1",660.166936996111,0.208040251614324,0.0777536305648731,2.67563392349567,0.00745880665118951,0.0575280300224723
"Gclc",2071.82734827717,0.768582621829291,0.2874136259251,2.67413425287493,0.00749224513873624,0.0577613539513374
"Spon2",380.587262313888,0.952890100835097,0.356486694918676,2.67300326889472,0.00751755179177621,0.0579318138715748
"Faxc",267.889280452739,-0.421446445895453,0.157770693649326,-2.671259383775,0.00755672281395934,0.0581892495910417
"Ankle1",39.3536989506747,0.891384175279204,0.333697994795675,2.67123024165909,0.00755737895378274,0.0581892495910417
"Rnf41",734.647147327673,0.271954969777005,0.101814683096556,2.67107809508277,0.00756080539004941,0.0581909119722486
"Sit1",43.1863963726374,2.30552760312113,0.863200660704778,2.67090574425503,0.00756468852122856,0.0581960863528301
"Tmsb15b1",3.75283840684362,-1.56952498694617,0.587712487529125,-2.67056599995826,0.00757234832904289,0.0582302984573197
"Nutf2",69.1500861075851,0.308804276143028,0.115645878747111,2.67025750929098,0.0075793095215228,0.0582591115681089
"Reg3d",38.7791070189785,-0.729710360790798,0.273398863684768,-2.66903216405523,0.00760701652355111,0.0584472973672589
"Gm9776",119.486041344294,-0.348537033759126,0.130659515424224,-2.66752124885432,0.00764130570099214,0.0586858753518993
"1700001L19Rik",7.48439242254683,1.17575226695159,0.440899898070516,2.66671022628257,0.00765976838329129,0.0588027538954488
"Tmem176a",4211.91030184096,-0.525174708289946,0.19700385278338,-2.66580932743186,0.0076803239387504,0.0589355933064568
"Gm9895",32.0386514289158,-0.504709248701758,0.189412682408274,-2.66460113591481,0.0077079685125186,0.0590976858246191
"Tmem30a",3715.83591517556,0.194234791192218,0.0728937688695998,2.66462818707708,0.0077073485814754,0.0590976858246191
"Ccl4",14.167632824633,-1.06108094520225,0.398327010126379,-2.66384382235489,0.00772534200224574,0.0591558190919746
"Nup50",1558.86802745301,0.180793032072754,0.0678669241355809,2.66393437415221,0.00772326281281996,0.0591558190919746
"Ip6k1",3757.06422538924,-0.143156373557156,0.0537388987599723,-2.66392458462113,0.00772348756926477,0.0591558190919746
"Coasy",1567.81200894756,-0.232424436337097,0.0872788222618233,-2.66301068591254,0.00774449547185126,0.0592774410588277
"Scaf11",2300.58703879319,0.181365140048504,0.0681184293078959,2.6624973871422,0.00775631717696991,0.0593428656954747
"Elac2",971.842427591071,0.122270750248493,0.0459258952600382,2.66234875893394,0.0077597432279635,0.0593440278509867
"Eif3l",3324.17611980312,-0.184432068323505,0.0692880991190608,-2.66181452036355,0.00777206924077453,0.0593881766395608
"Impg2",16.49741406193,0.690500049472849,0.259401893053695,2.66189286957099,0.00777026046191323,0.0593881766395608
"Kif27",11.3033509362214,-1.08246727263898,0.40682527182408,-2.6607670358961,0.00779628785319964,0.0594729450080991
"Zbtbd6",6.46874316147367,1.10357939677729,0.41470729471526,2.66110437612393,0.00778848092742455,0.0594729450080991
"Dnajc18",511.280470291964,0.268816758630277,0.101024965735466,2.66089433115149,0.00779334108830698,0.0594729450080991
"Sapcd2",37.4081568492893,1.09466170762819,0.41136821294455,2.66102647988444,0.00779028302574747,0.0594729450080991
"Pcbp1",7015.58845981706,0.240218317790056,0.0902924257139485,2.6604481593072,0.0078036739279594,0.0595042448229971
"Hspa13",2022.98742982625,0.398730321580706,0.149940167717906,2.6592628756483,0.00783118340914267,0.0596638080246788
"Zbtb46",85.6729306066994,0.534557694339626,0.201011834919684,2.65933443447851,0.00782952012525837,0.0596638080246788
"Ankrd29",51.1666332705509,0.58368443317723,0.219503947547341,2.6591067709675,0.00783481294038006,0.0596663800606675
"Adamts17",136.369083743207,0.747154557595385,0.281004029837746,2.6588748852705,0.0078402072094888,0.0596682089510224
"Fancb",115.150891222706,0.563380904397734,0.211891852266452,2.65881343889188,0.00784163717083229,0.0596682089510224
"Zfp263",1034.56001724256,0.147334335518523,0.0554379456642259,2.65764421378257,0.00786889157843577,0.0598504657403056
"Ppp1r11",1011.51113541686,0.326955320343684,0.123042887397876,2.65724681253967,0.00787817422612297,0.0598959345002008
"Cdh19",78.428689079317,-0.809297441425459,0.304643401793908,-2.65654019309091,0.00789470393813833,0.0599797372719405
"Fanci",48.27258408528,0.698584520878133,0.262972494921268,2.65649272973314,0.00789581534515035,0.0599797372719405
"Phf11d",549.992926304769,-0.404732902753026,0.15236653151857,-2.65631105938576,0.00790007065214912,0.0599869210599928
"Krt19",572.847254902201,0.715324609224363,0.269309975634998,2.65613855386426,0.00790411319045366,0.059992483909955
"Fbxo47",12.877958699377,-0.661150641393747,0.249074870686037,-2.65442531224732,0.00794436241962679,0.0602727370681187
"Keg1",39.1211601551591,0.690934123530604,0.260317677518787,2.65419594288114,0.00794976490911535,0.060288489112015
"2410088K16Rik",0.995400744616373,3.16688575797725,1.19351300542153,2.65341537427047,0.00796817482094832,0.0604028308781633
"Scg5",19.9675933789403,1.59789007874302,0.602239261572756,2.65324793765539,0.00797212882630039,0.060407539705976
"Fam69b",55.6850793454488,-0.890260888463247,0.33556199124046,-2.6530444797167,0.0079769358376477,0.0604187054146948
"Cml3",12.5476988209055,-1.26904490644855,0.478570924659447,-2.65173841756393,0.00800785545279071,0.0606275606022688
"Dvl1",3326.77834122395,0.322919821326395,0.121829068977285,2.65059746444097,0.00803495406491637,0.0608073246040122
"Snn",492.439742473386,1.21240933707239,0.457481293022962,2.65018341856339,0.00804480829415418,0.0608564901216797
"Nlrc5",749.38168959389,1.25369154949646,0.473189222912371,2.64945076682067,0.00806227181088228,0.0609631525124078
"4933433H22Rik",0.912806801828657,-3.35187758786844,1.26559629909133,-2.64845716621881,0.00808600953822387,0.0610662178667949
"Gfra3",278.676313804462,1.1699779813741,0.441756659041574,2.6484671083679,0.00808577170462065,0.0610662178667949
"Exosc6",130.642650594014,0.454500687527073,0.171597970293244,2.6486367335836,0.00808171493740013,0.0610662178667949
"Cd2",216.202356058804,1.6615418727866,0.6275371203096,2.64771886636262,0.00810368847227518,0.061174241382752
"Map1b",205.913845254455,-0.620071705066764,0.234208862406287,-2.64751597653513,0.00810855282063667,0.0611854787152538
"Dync1i1",14.9459744489236,-1.39137770593889,0.525627839812897,-2.64707764800694,0.00811907081125198,0.0612393501680991
"Resp18",2.05556714842365,-3.11167303475673,1.17615329406243,-2.64563560759075,0.00815375978274666,0.0614754143353924
"Pcgf1",279.747005276167,-0.243077362725366,0.0918995613309442,-2.64503289466212,0.0081682975964933,0.0615594153581876
"Iars",2767.83020282011,0.304093980100336,0.114998317692886,2.6443341624566,0.0081851804892135,0.0616443459148934
"Sfxn5",270.861462523935,-0.494746964933453,0.187100468310949,-2.64428501649293,0.00818636913749784,0.0616443459148934
"Cdk13",1515.71065534387,0.212906418734318,0.0805246614851843,2.64399023612773,0.00819350196221804,0.0616724348277417
"Mms19",1097.49253345231,-0.170531517227905,0.0645036438039626,-2.64375013830504,0.00819931573844738,0.0616905760727932
"Tbc1d23",1488.30182089207,0.330769279051319,0.12512219979851,2.6435698827544,0.00820368290800003,0.0616960617928913
"Hdgf",4084.66961743336,-0.202105364323163,0.0764554644231895,-2.64343910337771,0.00820685268869854,0.0616960617928913
"Mas1",14.215095385531,-0.710518390635727,0.268835028401748,-2.64295317042512,0.00821864015104916,0.0617590600073657
"Zfp773",28.7929511893738,0.606676893724397,0.229645278750324,2.64179998398308,0.00824667409892233,0.0619440398023072
"2310014F07Rik",23.7289631593783,-0.639557449574073,0.242121526508948,-2.64147289501926,0.00825464118910025,0.0619781986546984
"Ypel4",15.1314160616545,-1.05644663110076,0.400077508264883,-2.64060490599063,0.00827581668528168,0.0620857522436798
"Fam166b",10.0099442955582,-0.981067392815021,0.371531044341672,-2.64060677500963,0.00827577103644992,0.0620857522436798
"Fbxw5",1849.70313192076,-0.154470347918176,0.0585034375971775,-2.6403636138747,0.0082817118849086,0.0621042730301897
"Cdk4",2486.32080023611,0.209924565856359,0.0795481411691581,2.63896255488808,0.00831601657851395,0.0622983125772024
"Mipol1",55.6840032787595,-0.330421844850278,0.125212633710629,-2.63888583011436,0.00831789883789406,0.0622983125772024
"Gart",1366.01597963442,0.175658778305088,0.0665655058271082,2.63888595335443,0.00831789581418731,0.0622983125772024
"Tenc1",1596.14948742394,-0.318824769567163,0.120854682185117,-2.63808372007309,0.0083375995278838,0.0623543881080211
"Szt2",953.278511890259,-0.385185550555107,0.146010184135071,-2.63807317850363,0.00833785871789105,0.0623543881080211
"Bbs2",319.39679690119,-0.420052912330336,0.159229373232892,-2.63803658710606,0.00833875846192662,0.0623543881080211
"Bcl2l10",1.96057955080729,-2.13170731768876,0.808070703454402,-2.63802079270536,0.0083391468564879,0.0623543881080211
"1300002E11Rik",455.03327251388,-0.211080646328657,0.0800278222258127,-2.63759078352845,0.00834972728106146,0.0624077554512326
"A530064D06Rik",8.20685341253364,1.45440887852141,0.551532452167376,2.63703227762205,0.00836348730901529,0.0624848340791023
"Ifngr2",1073.53440382518,0.292357329805802,0.110912238254785,2.63593390960343,0.00839060721869679,0.0626616216888667
"Erh",1178.88529349198,0.403822953824446,0.15324988438174,2.63506204558391,0.00841219046784771,0.0627969325493162
"Rpap3",438.503326684504,-0.219809837812554,0.0834296968816665,-2.63467141831192,0.00842187665798928,0.0628433571124148
"Ogfod1",763.422693719886,0.244700181314306,0.0929092828235303,2.63375384975346,0.00844466839492802,0.0629874957440619
"Rgag1",1.56969651111027,2.17181482477581,0.824760729719416,2.6332665299361,0.00845679547970952,0.0630520024968058
"Dnahc7a",2.81847345155581,2.03908472517619,0.77447837173633,2.63284915317222,0.0084671943920322,0.0630776400968285
"Gstcd",231.398567192934,0.264637786110488,0.100510454253255,2.63293791751933,0.00846498187778347,0.0630776400968285
"Mdfi",109.444617933897,-0.701566447737786,0.26654520829986,-2.6320730063492,0.00848656244269002,0.06316999764836
"Atmin",1148.67352523277,0.217900008113584,0.0827850183077867,2.63211886121052,0.00848541707539713,0.06316999764836
"Gtf2e1",432.750281055736,0.198778221897361,0.0755484999735894,2.63113393339181,0.00851004912679809,0.0633188179077239
"Hacl1",381.874930995834,-0.376294990642688,0.143092210070809,-2.62973777857284,0.00854507510116059,0.0635506875712225
"Has2",46.0527023422591,0.844240007955106,0.321057408156329,2.62956090252877,0.00854952165776187,0.0635506875712225
"Ttc22",230.87375077446,-0.550328705957736,0.209292393117872,-2.62947304371352,0.00855173114406685,0.0635506875712225
"Mybl2",95.8098751158343,0.581730910458011,0.221269598334005,2.62905936847182,0.00856214117156262,0.0636019707928576
"Snord69",9.98699601760012,0.853824767910575,0.3248167913168,2.62863494356061,0.00857283348496141,0.0636553080356106
"4933424G05Rik",3.33548997458335,-1.26538648795379,0.481575963350731,-2.62759478099659,0.0085990882458679,0.0638087384566211
"Spata2",641.752910663306,0.209318794592662,0.0796634871346442,2.62753743429382,0.00860053782342208,0.0638087384566211
"Purb",3078.60943881849,0.242450829972806,0.0922888111843951,2.62708801707699,0.00861190550394787,0.0638408127848896
"Hnrnpc",3758.14267025779,0.184590619330895,0.0702623036538734,2.62716435032114,0.00860997376384828,0.0638408127848896
"Bard1",33.2142695155703,0.802701555309331,0.305826541575532,2.62469552568602,0.00867264819608005,0.064212542345592
"Mrpl45",549.391376935143,-0.279497365530952,0.106492705225427,-2.62456817994532,0.00867589206985502,0.064212542345592
"Rab33b",660.837750428232,0.228484249694817,0.0870472540886265,2.62483006600286,0.00866922223276474,0.064212542345592
"Poln",13.0396820406231,-1.67408562657546,0.637854977069739,-2.62455524650147,0.00867622158368854,0.064212542345592
"Gm10536",3.53290183931414,-1.38602663535883,0.528221476574318,-2.62394979535412,0.00869165958316623,0.0643005428346481
"Klf1",26.5930822199618,-0.704079639431474,0.268348983909808,-2.62374624704417,0.00869685523874309,0.0643127299886652
"Dbnl",1704.91789986885,0.295432856260239,0.112609843078458,2.62350828474563,0.00870293284492098,0.0643292911970084
"Chga",10.135593348835,-1.56251527009248,0.595611332881833,-2.6233806911167,0.00870619317551788,0.0643292911970084
"4931429P17Rik",5.08407788914131,1.99474914576851,0.760528590000169,2.62284570494327,0.00871987527258937,0.0644041317504818
"Uspl1",514.84329458737,0.275694474395335,0.105127310419525,2.62248195350131,0.00872918906803091,0.0644466606346477
"Gm4788",26.0301093584519,-0.951044963240431,0.362732376797489,-2.62189157647593,0.00874432449838329,0.0645321178881096
"Sash3",345.135546801676,1.39804067468979,0.533257837233803,2.62169737990523,0.00874930821743957,0.0645426175991421
"B430212C06Rik",39.1806542340527,-0.503462604866316,0.19205796532744,-2.62140965623562,0.00875669681382484,0.0645708420466132
"Gjc3",22.2575976070214,-0.861023781367711,0.328528547820491,-2.62084919888964,0.00877110508063399,0.0646430699610555
"Zmym3",978.483681339429,-0.218916926278648,0.0835321265332237,-2.62075126498279,0.0087736249436798,0.0646430699610555
"Gm17455",2.86109424604038,1.3382817909714,0.510743265237453,2.62026321648942,0.00878619219562742,0.064709359425334
"Ptplad1",1435.48471809129,0.184858750265154,0.0705547929302589,2.62007359936384,0.00879107917463985,0.0647190536313352
"Nrsn1",10.9008018015932,-2.30502948888569,0.880757968182408,-2.61709751390896,0.00886810030160222,0.065259568804929
"Dtna",778.359174028431,-0.650979191882266,0.248883053339063,-2.61560272243773,0.00890701247774739,0.0655100714913384
"Kcnk4",22.3315082654129,-0.713924258874173,0.272957708193615,-2.61551235756922,0.00890936972282202,0.0655100714913384
"Sdsl",41.4142917711395,-0.629152054531701,0.240616152143629,-2.61475403428506,0.00892917320444962,0.0656290609613339
"S100a9",14.1057397628764,2.22905629163524,0.852641584494422,2.61429460182495,0.00894119032011705,0.0656801822924153
